dataset,tbx_sample_id,external_sample_id,dhash_distance,review_status,exclusion_applied
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0075_0.png,shenzhen:CHNCXR_0075_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0085_0.png,shenzhen:CHNCXR_0085_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0089_0.png,shenzhen:CHNCXR_0089_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0095_0.png,shenzhen:CHNCXR_0095_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0099_0.png,shenzhen:CHNCXR_0099_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0110_0.png,shenzhen:CHNCXR_0110_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0113_0.png,shenzhen:CHNCXR_0113_0,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0127_0.png,shenzhen:CHNCXR_0127_0,4,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0128_0.png,shenzhen:CHNCXR_0128_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0132_0.png,shenzhen:CHNCXR_0132_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0135_0.png,shenzhen:CHNCXR_0135_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0137_0.png,shenzhen:CHNCXR_0137_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0138_0.png,shenzhen:CHNCXR_0138_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0144_0.png,shenzhen:CHNCXR_0144_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0150_0.png,shenzhen:CHNCXR_0150_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0158_0.png,shenzhen:CHNCXR_0158_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0159_0.png,shenzhen:CHNCXR_0159_0,4,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0166_0.png,shenzhen:CHNCXR_0166_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0173_0.png,shenzhen:CHNCXR_0173_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0182_0.png,shenzhen:CHNCXR_0182_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0183_0.png,shenzhen:CHNCXR_0183_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0184_0.png,shenzhen:CHNCXR_0184_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0191_0.png,shenzhen:CHNCXR_0191_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0197_0.png,shenzhen:CHNCXR_0197_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0206_0.png,shenzhen:CHNCXR_0206_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0207_0.png,shenzhen:CHNCXR_0207_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0209_0.png,shenzhen:CHNCXR_0209_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0217_0.png,shenzhen:CHNCXR_0217_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0221_0.png,shenzhen:CHNCXR_0221_0,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0224_0.png,shenzhen:CHNCXR_0224_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0225_0.png,shenzhen:CHNCXR_0225_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0226_0.png,shenzhen:CHNCXR_0226_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0229_0.png,shenzhen:CHNCXR_0229_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0230_0.png,shenzhen:CHNCXR_0230_0,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0233_0.png,shenzhen:CHNCXR_0233_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0238_0.png,shenzhen:CHNCXR_0238_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0246_0.png,shenzhen:CHNCXR_0246_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0252_0.png,shenzhen:CHNCXR_0252_0,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0254_0.png,shenzhen:CHNCXR_0254_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0256_0.png,shenzhen:CHNCXR_0256_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0257_0.png,shenzhen:CHNCXR_0257_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0258_0.png,shenzhen:CHNCXR_0258_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0267_0.png,shenzhen:CHNCXR_0267_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0268_0.png,shenzhen:CHNCXR_0268_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0274_0.png,shenzhen:CHNCXR_0274_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0275_0.png,shenzhen:CHNCXR_0275_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0291_0.png,shenzhen:CHNCXR_0291_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0308_0.png,shenzhen:CHNCXR_0308_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0313_0.png,shenzhen:CHNCXR_0313_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0315_0.png,shenzhen:CHNCXR_0315_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0321_0.png,shenzhen:CHNCXR_0321_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0323_0.png,shenzhen:CHNCXR_0323_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0324_0.png,shenzhen:CHNCXR_0324_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0326_0.png,shenzhen:CHNCXR_0326_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0331_1.png,shenzhen:CHNCXR_0331_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0332_1.png,shenzhen:CHNCXR_0332_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0333_1.png,shenzhen:CHNCXR_0333_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0336_1.png,shenzhen:CHNCXR_0336_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0339_1.png,shenzhen:CHNCXR_0339_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0343_1.png,shenzhen:CHNCXR_0343_1,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0346_1.png,shenzhen:CHNCXR_0346_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0349_1.png,shenzhen:CHNCXR_0349_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0357_1.png,shenzhen:CHNCXR_0357_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0358_1.png,shenzhen:CHNCXR_0358_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0359_1.png,shenzhen:CHNCXR_0359_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0361_1.png,shenzhen:CHNCXR_0361_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0371_1.png,shenzhen:CHNCXR_0371_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0372_1.png,shenzhen:CHNCXR_0372_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0374_1.png,shenzhen:CHNCXR_0374_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0375_1.png,shenzhen:CHNCXR_0375_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0378_1.png,shenzhen:CHNCXR_0378_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0388_1.png,shenzhen:CHNCXR_0388_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0397_1.png,shenzhen:CHNCXR_0397_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0399_1.png,shenzhen:CHNCXR_0399_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0403_1.png,shenzhen:CHNCXR_0403_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0409_1.png,shenzhen:CHNCXR_0409_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0419_1.png,shenzhen:CHNCXR_0419_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0423_1.png,shenzhen:CHNCXR_0423_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0426_1.png,shenzhen:CHNCXR_0426_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0428_1.png,shenzhen:CHNCXR_0428_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0430_1.png,shenzhen:CHNCXR_0430_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0431_1.png,shenzhen:CHNCXR_0431_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0432_1.png,shenzhen:CHNCXR_0432_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0437_1.png,shenzhen:CHNCXR_0437_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0438_1.png,shenzhen:CHNCXR_0438_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0442_1.png,shenzhen:CHNCXR_0442_1,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0443_1.png,shenzhen:CHNCXR_0443_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0444_1.png,shenzhen:CHNCXR_0444_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0445_1.png,shenzhen:CHNCXR_0445_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0450_1.png,shenzhen:CHNCXR_0450_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0454_1.png,shenzhen:CHNCXR_0454_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0456_1.png,shenzhen:CHNCXR_0456_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0463_1.png,shenzhen:CHNCXR_0463_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0464_1.png,shenzhen:CHNCXR_0464_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0469_1.png,shenzhen:CHNCXR_0469_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0471_1.png,shenzhen:CHNCXR_0471_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0473_1.png,shenzhen:CHNCXR_0473_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0474_1.png,shenzhen:CHNCXR_0474_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0475_1.png,shenzhen:CHNCXR_0475_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0479_1.png,shenzhen:CHNCXR_0479_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0481_1.png,shenzhen:CHNCXR_0481_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0485_1.png,shenzhen:CHNCXR_0485_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0488_1.png,shenzhen:CHNCXR_0488_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0500_1.png,shenzhen:CHNCXR_0500_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0510_1.png,shenzhen:CHNCXR_0510_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0515_1.png,shenzhen:CHNCXR_0515_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0516_1.png,shenzhen:CHNCXR_0516_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0518_1.png,shenzhen:CHNCXR_0518_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0523_1.png,shenzhen:CHNCXR_0523_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0532_1.png,shenzhen:CHNCXR_0532_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0536_1.png,shenzhen:CHNCXR_0536_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0545_1.png,shenzhen:CHNCXR_0545_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0546_1.png,shenzhen:CHNCXR_0546_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0547_1.png,shenzhen:CHNCXR_0547_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0552_1.png,shenzhen:CHNCXR_0552_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0555_1.png,shenzhen:CHNCXR_0555_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0562_1.png,shenzhen:CHNCXR_0562_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0564_1.png,shenzhen:CHNCXR_0564_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0575_1.png,shenzhen:CHNCXR_0575_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0579_1.png,shenzhen:CHNCXR_0579_1,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0580_1.png,shenzhen:CHNCXR_0580_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0589_1.png,shenzhen:CHNCXR_0589_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0593_1.png,shenzhen:CHNCXR_0593_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0597_1.png,shenzhen:CHNCXR_0597_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0598_1.png,shenzhen:CHNCXR_0598_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0604_1.png,shenzhen:CHNCXR_0604_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0605_1.png,shenzhen:CHNCXR_0605_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0606_1.png,shenzhen:CHNCXR_0606_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0607_1.png,shenzhen:CHNCXR_0607_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0614_1.png,shenzhen:CHNCXR_0614_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0615_1.png,shenzhen:CHNCXR_0615_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0618_1.png,shenzhen:CHNCXR_0618_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0619_1.png,shenzhen:CHNCXR_0619_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0626_1.png,shenzhen:CHNCXR_0626_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0632_1.png,shenzhen:CHNCXR_0632_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0635_1.png,shenzhen:CHNCXR_0635_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0636_1.png,shenzhen:CHNCXR_0636_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0637_1.png,shenzhen:CHNCXR_0637_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0638_1.png,shenzhen:CHNCXR_0638_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0642_1.png,shenzhen:CHNCXR_0642_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0645_1.png,shenzhen:CHNCXR_0645_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0646_1.png,shenzhen:CHNCXR_0646_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/train/CHNCXR_0654_1.png,shenzhen:CHNCXR_0654_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0002_0.png,shenzhen:CHNCXR_0002_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0007_0.png,shenzhen:CHNCXR_0007_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0009_0.png,shenzhen:CHNCXR_0009_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0013_0.png,shenzhen:CHNCXR_0013_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0016_0.png,shenzhen:CHNCXR_0016_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0018_0.png,shenzhen:CHNCXR_0018_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0023_0.png,shenzhen:CHNCXR_0023_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0024_0.png,shenzhen:CHNCXR_0024_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0027_0.png,shenzhen:CHNCXR_0027_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0031_0.png,shenzhen:CHNCXR_0031_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0032_0.png,shenzhen:CHNCXR_0032_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0035_0.png,shenzhen:CHNCXR_0035_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0036_0.png,shenzhen:CHNCXR_0036_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0040_0.png,shenzhen:CHNCXR_0040_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0045_0.png,shenzhen:CHNCXR_0045_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0046_0.png,shenzhen:CHNCXR_0046_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0051_0.png,shenzhen:CHNCXR_0051_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0061_0.png,shenzhen:CHNCXR_0061_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0065_0.png,shenzhen:CHNCXR_0065_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0071_0.png,shenzhen:CHNCXR_0071_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0073_0.png,shenzhen:CHNCXR_0073_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0074_0.png,shenzhen:CHNCXR_0074_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0078_0.png,shenzhen:CHNCXR_0078_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0080_0.png,shenzhen:CHNCXR_0080_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0081_0.png,shenzhen:CHNCXR_0081_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0083_0.png,shenzhen:CHNCXR_0083_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0084_0.png,shenzhen:CHNCXR_0084_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0087_0.png,shenzhen:CHNCXR_0087_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0093_0.png,shenzhen:CHNCXR_0093_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0096_0.png,shenzhen:CHNCXR_0096_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0097_0.png,shenzhen:CHNCXR_0097_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0101_0.png,shenzhen:CHNCXR_0101_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0106_0.png,shenzhen:CHNCXR_0106_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0107_0.png,shenzhen:CHNCXR_0107_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0108_0.png,shenzhen:CHNCXR_0108_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0109_0.png,shenzhen:CHNCXR_0109_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0117_0.png,shenzhen:CHNCXR_0117_0,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0118_0.png,shenzhen:CHNCXR_0118_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0119_0.png,shenzhen:CHNCXR_0119_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0121_0.png,shenzhen:CHNCXR_0121_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0125_0.png,shenzhen:CHNCXR_0125_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0126_0.png,shenzhen:CHNCXR_0126_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0139_0.png,shenzhen:CHNCXR_0139_0,0,pending_review,no
