sample_id,original_label,internal_label,internal_class,canonical_binary_label,split,checksum_sha256,duplicate_family_id,duplicate_family_size,duplicate_member_ids
tbx11k:health/h0115.png,Healthy,0,healthy,0,train,ca9167acdcc0ca87b346f4dee8337b7db16b34701ac5612395cdf450e7db857a,dup-16c3177d37e9c68a,1,"[""tbx11k:health/h0115.png""]"
tbx11k:health/h0116.png,Healthy,0,healthy,0,validation,693d9c8bf598886eab7b1e7dd8dd9d1227f3c43fbd0bed7c640b44d20da83824,dup-93d9f6497a4c5ec0,1,"[""tbx11k:health/h0116.png""]"
tbx11k:health/h0117.png,Healthy,0,healthy,0,train,9acdcdeebe62787df5a4e1f64b4532d7e2265c3a12ca0d9112180aad3940c07c,dup-b745b68df48abb52,1,"[""tbx11k:health/h0117.png""]"
tbx11k:health/h0118.png,Healthy,0,healthy,0,train,75b2854246469966b298b13de26806bf089e4e4566c9dac278471b178bbff3e3,dup-cd600264f8231b59,1,"[""tbx11k:health/h0118.png""]"
tbx11k:health/h0119.png,Healthy,0,healthy,0,train,e60bfb67cd90689b7aee5f07ff38b2b3a0ee5773d6d75cb8aa6aaef14371e3fd,dup-20f2b6cbd047f9e7,1,"[""tbx11k:health/h0119.png""]"
tbx11k:health/h0120.png,Healthy,0,healthy,0,train,eac3ceaf9cf06acb64dbad9b80aa07909d0e80c71a17a8dbc1c8c1e2f3c43d5c,dup-3b0051d8f6982854,1,"[""tbx11k:health/h0120.png""]"
tbx11k:health/h0121.png,Healthy,0,healthy,0,train,2112a2e44258f4c62aa99dd1a9d84513c56279286f583215e3e24a3430cf6cfc,dup-965f09e1e561d4a4,1,"[""tbx11k:health/h0121.png""]"
tbx11k:health/h0122.png,Healthy,0,healthy,0,train,14db9542af141432d4faa5afafb7097e5c088b769387ef4a882aaf70834571a6,dup-99987cde703c80ec,1,"[""tbx11k:health/h0122.png""]"
tbx11k:health/h0123.png,Healthy,0,healthy,0,train,35a47d5c7217b222b09cc43f82c438d0e920e95e9aa93b9f9bae8b36e9e6a11f,dup-d06f583ccc872f44,1,"[""tbx11k:health/h0123.png""]"
tbx11k:health/h0124.png,Healthy,0,healthy,0,train,4779404a73e1d00c218979aaadb2b96bafd3ca0010eadae03ead5f799f8872a2,dup-cf23a197c5a49b1e,1,"[""tbx11k:health/h0124.png""]"
tbx11k:health/h0125.png,Healthy,0,healthy,0,train,22110b10b8f687f9c8ebbdd4b34da470be463652a65c8ede03829a3c4d191942,dup-51512bde3ce3c19d,1,"[""tbx11k:health/h0125.png""]"
tbx11k:health/h0126.png,Healthy,0,healthy,0,validation,985ad32ad8a5abd59c0ebe5fec237092c284676f5e7d73783d8cbcf6d8bdf310,dup-c6e64d4a1f1d74e9,1,"[""tbx11k:health/h0126.png""]"
tbx11k:health/h0127.png,Healthy,0,healthy,0,train,985e057d4c6ca56bbc892bea674c0492d519182a4e8ed9ae7f65fa61cd384b3f,dup-db89ff8fe1e10913,1,"[""tbx11k:health/h0127.png""]"
tbx11k:health/h0129.png,Healthy,0,healthy,0,train,63587d6f5e73f17ee185632062961c44be08179ffb9cae84c9ecead419379661,dup-7025b52d525e4953,1,"[""tbx11k:health/h0129.png""]"
tbx11k:health/h0131.png,Healthy,0,healthy,0,train,076c3eabc338ae310edb3a3d8b65c225f5bd28efa4e619fb0dcf74cb2f590ba8,dup-038ab8ae37820840,1,"[""tbx11k:health/h0131.png""]"
tbx11k:health/h0132.png,Healthy,0,healthy,0,train,666292e3423e547c1506808b07c030454fddf861f6c5372aa99bd14e5ee8db4a,dup-cfc70947ce497563,1,"[""tbx11k:health/h0132.png""]"
tbx11k:health/h0133.png,Healthy,0,healthy,0,validation,a15585f940f446a423ce4ad275eb06a8ec3a35fddbc869cd808dd27d6e4714c5,dup-9adf06dea76a7d70,1,"[""tbx11k:health/h0133.png""]"
tbx11k:health/h0134.png,Healthy,0,healthy,0,validation,b7a1aae608d6ce8628447e56434f3046f3f81705a31fa5808cc7c285ec9c0d32,dup-4316871e15dcb5a0,1,"[""tbx11k:health/h0134.png""]"
tbx11k:health/h0135.png,Healthy,0,healthy,0,train,882a2aac6fcce793be55a036b65cd85616dc97d59aa7e3ffaf9c8e4d131bf59c,dup-80174e76135188fe,1,"[""tbx11k:health/h0135.png""]"
tbx11k:health/h0137.png,Healthy,0,healthy,0,train,0ad020c69649ca0169db96c8e35514d3ab9d34beed878feb5c15197e94b7bbc8,dup-adfe3d7a27a2958e,1,"[""tbx11k:health/h0137.png""]"
tbx11k:health/h0138.png,Healthy,0,healthy,0,internal_test,4ec46d26bb83524c35e57ad0c6240aa7b8062b7bdc93c3035ae8f33829f3d1ca,dup-bcfd47235ece391f,1,"[""tbx11k:health/h0138.png""]"
tbx11k:health/h0140.png,Healthy,0,healthy,0,train,86521e5722d091579f299fbf3db8ebdf806167d4d1054e899e22b47ca2bde49d,dup-ea3c40f2acd44bd8,1,"[""tbx11k:health/h0140.png""]"
tbx11k:health/h0141.png,Healthy,0,healthy,0,validation,e30eacd9d04484cf4717a8675792d07752050b85e41d3cbad52af43da93da35c,dup-159d5cfa44ed9baf,1,"[""tbx11k:health/h0141.png""]"
tbx11k:health/h0142.png,Healthy,0,healthy,0,internal_test,5ff77acda2d41194820754baf8b0fb101c3e7e999ce6496e39c8f80fe4f2ac25,dup-bd61c559860827f5,1,"[""tbx11k:health/h0142.png""]"
tbx11k:health/h0143.png,Healthy,0,healthy,0,internal_test,8edff4abf2603a8582c6c3234a3e9739547b68c78b941a3a2cb87c48a0d11cd6,dup-3a78e54f3daa60a0,1,"[""tbx11k:health/h0143.png""]"
tbx11k:health/h0144.png,Healthy,0,healthy,0,validation,26437d6ce53bd406758280d51ae89111cc0972aaf4cb55f5cab9662dfc32034b,dup-6ae0cce5c313f9f2,1,"[""tbx11k:health/h0144.png""]"
tbx11k:health/h0145.png,Healthy,0,healthy,0,train,0a44a0f2a2e4f1bde0d96cc432ca397b22b974035fa663e6a6415f622de7edaf,dup-5943afa7534761c8,1,"[""tbx11k:health/h0145.png""]"
tbx11k:health/h0146.png,Healthy,0,healthy,0,internal_test,38c48ef0c7e64ac9d8ac649a9e30a80b63a732d01a5fcf9fd7fb91cc215acf71,dup-05e9b4409917c31f,1,"[""tbx11k:health/h0146.png""]"
tbx11k:health/h0147.png,Healthy,0,healthy,0,train,04a65a77a39a76e37468659e61310f49a4bf336af2a837195cacf88f57cbac51,dup-d4d753c61349379e,1,"[""tbx11k:health/h0147.png""]"
tbx11k:health/h0149.png,Healthy,0,healthy,0,internal_test,0159495354beee7943f70fb5752a4878826e1ffece9ba666574bdd87fd4560e3,dup-324d9b82bf30a3ae,1,"[""tbx11k:health/h0149.png""]"
tbx11k:health/h0150.png,Healthy,0,healthy,0,train,f86f4014ba63a61668c5ee02da07088895f20b795c4c1e5761f8501ada807f67,dup-12a95057f226c7e9,1,"[""tbx11k:health/h0150.png""]"
tbx11k:health/h0152.png,Healthy,0,healthy,0,train,5f1498fbc0608e32fe3d758b008f72ef315ad814aeffd5a84ff99075710df76d,dup-016c4a9224a97d52,1,"[""tbx11k:health/h0152.png""]"
tbx11k:health/h0153.png,Healthy,0,healthy,0,train,b9dae07dbc0a3c5615dd6b08e7a663091cdc6169b56786a5bb98f18b04461821,dup-cdb6d2a2061efa3b,1,"[""tbx11k:health/h0153.png""]"
tbx11k:health/h0154.png,Healthy,0,healthy,0,train,b9e7d69a0379b51cd3eed734c785d22a744ab810ddd4c8ed69540c305285c7e0,dup-278e4b830d3a1257,1,"[""tbx11k:health/h0154.png""]"
